season,category,rank,player,slug,headshot_id,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
2025,receiving,425,Tay Martin,tay-martin,ttdp5v9tl0zqmb0dmmuv,2,23,0,0,0,14,1,50,0,5,2
2025,receiving,426,Moliki Matavao,moliki-matavao,sloxqlvfyoufh2bb3zku,2,10,0,0,0,6,0,0,0,5,2
2025,receiving,427,Ryan Miller,ryan-miller-2,cyn2sjaozsadlvgarg6p,2,34,1,1,0,20,1,50,0,0,4
2025,receiving,428,Zaire Mitchell-Paden,zaire-mitchell-paden,kx728asxtg6ykmh1yblc,2,17,0,0,0,14,1,50,0,5,3
2025,receiving,429,Jalen Royals,jalen-royals-2,sqrid1hnmwqymcp2vxfx,2,4,0,0,0,2,0,0,0,4,3
2025,receiving,430,Jordan Watkins,jordan-watkins,agcwewjrj4dfssqkzksp,2,26,0,0,0,19,1,50,0,1,3
2025,receiving,431,Jared Wayne,jared-wayne,ykhrjnmqsqyprplhy6pl,2,20,0,0,0,17,1,50,0,3,2
2025,receiving,432,Blake Whiteheart,blake-whiteheart,senw8edxu2ovkg1dbdxs,2,4,0,0,0,4,0,0,1,1,6
2025,receiving,433,Caleb Williams,caleb-williams,h4qs11kutwiw7whekmyt,2,22,1,1,0,20,2,100,0,25,2
2025,receiving,434,Colson Yankoff,colson-yankoff,cgsxdjqy6l2zuqaftbd6,2,18,0,0,0,14,2,100,0,4,3
2025,receiving,435,Dareke Young,dareke-young,xd0585sr1fy1wpry0ued,2,48,0,1,0,36,2,100,0,0,3
2025,receiving,436,Ben Yurosek,ben-yurosek,q6ea6dqd4nn27aeihiv7,2,14,0,0,0,9,1,50,0,9,3
2025,receiving,437,Spencer Anderson,spencer-anderson,gtpey4tnh0dkqjlux3gz,1,4,0,0,0,4,0,0,0,4,1
2025,receiving,438,Jaydon Blue,jaydon-blue,lscygdlqczomp0l9oykv,1,5,0,0,0,5,0,0,0,10,1
2025,receiving,439,Tahj Brooks,tahj-brooks,s89clgkij0ytcmrkdydt,1,9,0,0,0,9,0,0,0,11,2
2025,receiving,440,Connor Colby,connor-colby,dazpyka1tbihu0gobwgw,1,-1,0,0,0,-1,0,0,0,5,1
2025,receiving,441,Devin Culp,devin-culp,e32gorf12yuyy6iyijt9,1,6,1,0,0,6,1,100,0,0,1
2025,receiving,442,Drake Dabney,drake-dabney,olsiufbauh2x6pshrygm,1,3,0,0,0,3,0,0,0,0,2
2025,receiving,443,Payne Durham,payne-durham,emibbexzjbzvopbvo1at,1,11,0,0,0,11,1,100,0,11,4
2025,receiving,444,Quinn Ewers,quinn-ewers,bbcwyjuhyijtqe7jo274,1,-6,0,0,0,-6,0,0,0,0,1
2025,receiving,445,Cody Ford,cody-ford,tvlrnep8pest5wubog4f,1,21,0,1,0,21,1,100,0,17,1
2025,receiving,446,Khalil Herbert,khalil-herbert,gjwksf9ygntjmtceeerh,1,4,0,0,0,4,0,0,0,9,4
2025,receiving,447,Evan Hull,evan-hull,xyyujk9mvvzegaiefp51,1,6,0,0,0,6,0,0,0,10,1
2025,receiving,448,Terrell Jennings,terrell-jennings,apyriqt5707yo5qgbni5,1,9,0,0,0,9,0,0,0,7,1
2025,receiving,449,Kaleb Johnson,kaleb-johnson-2,zpzc4oobxi8nr5dyonob,1,9,0,0,0,9,0,0,0,14,2
2025,receiving,450,Jacoby Jones,jacoby-jones-x5726,bc74vque05mi8tg5xzxu,1,25,0,1,0,25,1,100,0,22,1
2025,receiving,451,Tim Jones,tim-jones-3,rgthh35tnl9dbi7jshxv,1,15,0,0,0,15,1,100,0,11,1
2025,receiving,452,Patrick Mahomes,patrick-mahomes,wdckwtob1lybvkmxnf7p,1,-10,0,0,0,-10,0,0,0,-2,1
2025,receiving,453,Will Mallory,will-mallory,sl1pkiox1hucg9sxttfi,1,16,0,0,0,16,1,100,0,0,1
2025,receiving,454,Chris Manhertz,chris-manhertz,bw0kytk1nwrdln9t3wzg,1,7,0,0,0,7,0,0,0,6,2
2025,receiving,455,Drake Maye,drake-maye,s1nmoon2xnrc3bnyulv4,1,2,0,0,0,2,0,0,0,10,1
2025,receiving,456,Jonathan Mingo,jonathan-mingo,u2b8s2s0ix5hntyg3eog,1,25,0,1,0,25,1,100,0,4,5
2025,receiving,457,David Moore,david-moore,iyawzolvibsds35fwapv,1,5,0,0,0,5,0,0,0,0,1
2025,receiving,458,Malachi Moore,malachi-moore,ftgqzch3vvsodlhud39f,1,3,0,0,0,3,1,100,0,0,1
2025,receiving,459,Bryce Oliver,bryce-oliver,bdsenkkodb8gbdvtivvr,1,8,0,0,0,8,0,0,0,2,1
2025,receiving,460,Spencer Rattler,spencer-rattler,gcgmcf4kex3jsl4rlrng,1,0,0,0,0,0,0,0,0,0,2
2025,receiving,461,Nikko Remigio,nikko-remigio,n6b1tsy32fswbd0xgsim,1,21,0,1,0,21,1,100,0,3,1
2025,receiving,462,Patrick Ricard,patrick-ricard,nm7ezh46zd5bdxaxz6a9,1,8,0,0,0,8,0,0,0,2,2
2025,receiving,463,Anthony Richardson,anthony-richardson,wrddeyklfcgk9qybgofq,1,9,0,0,0,9,1,100,0,7,1
2025,receiving,464,Aaron Rodgers,aaron-rodgers,dypvakakxhccxs67tb0y,1,-9,0,0,0,-9,0,0,0,0,1
2025,receiving,465,Carter Runyon,carter-runyon-2,q8knlo3npxhjxiyyx4h6,1,3,0,0,0,3,0,0,0,6,1
2025,receiving,466,Jeffery Simmons,jeffery-simmons,lt545qfibz7n9jlqyqov,1,1,1,0,0,1,1,100,0,0,1
2025,receiving,467,Quentin Skinner,quentin-skinner,s7ln3ugfuknhx2tedii2,1,10,0,0,0,10,1,100,0,6,1
2025,receiving,468,Robert Tonyan,robert-tonyan,m8h8rzmxq4sjywitqnyb,1,1,0,0,0,1,0,0,0,0,1
2025,receiving,469,Samori Toure,samori-toure,tkjitxda1ufeev3tzpuk,1,3,0,0,0,3,0,0,0,0,3
2025,receiving,470,Jack Westover,jack-westover,zpo5vbntn8b9hih2fi66,1,0,0,0,0,0,0,0,0,0,2
2025,receiving,471,Jared Wiley,jared-wiley,qbu14rgh4wchepqsrgb0,1,4,0,0,0,4,1,100,0,8,1
2025,receiving,472,Ke'Shawn Williams,ke-shawn-williams,r7enwgccqv93feuoeurz,1,5,0,0,0,5,0,0,0,0,1
2025,receiving,473,Jameis Winston,jameis-winston,e5qyxnibbyawi0pvfpjl,1,33,1,1,0,33,1,100,0,20,1
2025,receiving,474,Tristan Wirfs,tristan-wirfs,j1gwbrodzkkdaqlpyqml,1,2,1,0,0,2,1,100,0,1,1
2025,receiving,475,Jelani Woods,jelani-woods,bnezem4laynlarqnpyc5,1,4,0,0,0,4,0,0,0,1,3
